 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               | ps_supplycost 
    298.13 | Supplier#000004771        | CHINA                     |    184770 | Manufacturer#1            | iprePPIbXTe                              | 28-994-196-7394 |  are carefully about the caref                                                                       |        590.22
   4875.37 | Supplier#000002325        | CHINA                     |    184770 | Manufacturer#1            | oTwOY8yP,yoCHXAcqnDBZdrrNEQJ80Zu         | 28-167-932-2440 | nt carefully after the quickly unusual pa                                                            |        874.02
   2741.94 | Supplier#000005103        | VIETNAM                   |    185102 | Manufacturer#2            | DfoIXDaKULqKehaCB1RNNL1v9DFK7OYj         | 31-651-628-8911 | uriously final excuses. furiously final req                                                          |         50.36
   8390.17 | Supplier#000007621        | VIETNAM                   |    185102 | Manufacturer#2            | MAqy4THMPElQ                             | 31-227-850-3395 | rts sleep carefully regular multipliers. thinly regula                                               |        434.41
   2141.08 | Supplier#000000446        | INDIA                     |    185409 | Manufacturer#1            | na LX4kqDQbh                             | 18-902-583-3116 | usual warhorses-- carefully unusual dep                                                              |        257.48
   1152.25 | Supplier#000003094        | VIETNAM                   |    185539 | Manufacturer#1            | hO4pweMKWo50zYMg4ENpoSpZ15YoVFvYcK       | 31-968-969-2992 | le stealthily. special, even theodolites cajole blithely across the r                                |        372.16
    817.26 | Supplier#000000576        | JAPAN                     |    185539 | Manufacturer#1            | Plc2DypORn4qNOTpZ                        | 22-316-723-5789 | e of the final deposits. regular, unusual requests wake slyly. furio                                 |        732.84
   7916.56 | Supplier#000000953        | VIETNAM                   |    185916 | Manufacturer#4            | wTTb0ilU6Nba1VLsHj6k0jUt4TFFM6rvtXszzA   | 31-642-490-3022 | kages are carefully platelets. blithely enticing platelets c                                         |        680.36
   5098.67 | Supplier#000001051        | JAPAN                     |    186014 | Manufacturer#5            | DxBxQBR5cbx50lke0A9nr5pkkRrt7Sp          | 22-964-969-2212 | ests. slyly silent ideas lose                                                                        |        574.59
   4390.89 | Supplier#000006015        | CHINA                     |    186014 | Manufacturer#5            | gD r5B94LbZJMhWOezrUjy01NUeJOB4C7NoHSvHh | 28-913-465-6684 | use carefully even accounts. qui                                                                     |        725.77
   4369.69 | Supplier#000004280        | JAPAN                     |    186725 | Manufacturer#2            | N9GaeX,haloaFXZbv8 GvkKLtmfEq            | 22-342-968-1844 | ests. quickly express excuses against the packages promise furiously according to the bli            |        202.48
   1925.55 | Supplier#000009731        | INDIA                     |    187212 | Manufacturer#5            | HmHJZeVU1oft                             | 18-727-593-9134 | ently special sentiments are enticingly. furiously express pack                                      |        272.90
   7767.20 | Supplier#000007213        | VIETNAM                   |    187212 | Manufacturer#5            | 2Nrby3JJHDJyWwVNiqPtm2U JGWlZpU          | 31-571-413-2799 | ly ironic packages about the regular, express theodolites hang slyly ironic                          |        851.60
   6210.00 | Supplier#000007280        | JAPAN                     |    187279 | Manufacturer#3            | c2bU0RrE0BBce1PiOaSHqhuQbQnGw7qGX        | 22-804-704-9601 | he instructions. furiously p                                                                         |        884.38
    805.42 | Supplier#000002994        | CHINA                     |    187957 | Manufacturer#3            | gMO5J1X9uSPlI3glDUSYsud,yzfOG5HTQ        | 28-200-203-6249 | unts are about the closely final deposits. special asymptotes about the regular, bold ideas cajole   |        882.58
   5898.52 | Supplier#000003055        | CHINA                     |    188018 | Manufacturer#1            | hIK4aKsmc jZgrCSUk6EyGArXqBa4            | 28-422-347-4948 | ets. bold dolphins haggle regular dolphins. furiously express reques                                 |        430.32
   6293.03 | Supplier#000003287        | INDONESIA                 |    188250 | Manufacturer#1            | zTGbtB bMCt5Rl D6fJ rVj0F2ogI            | 19-416-117-4411 | ts are. carefully pending requests wake blithely si                                                  |        503.01
   9626.81 | Supplier#000008251        | INDIA                     |    188250 | Manufacturer#1            | 2cXnsQkTZiX                              | 18-536-106-2778 | deposits boost blithely even r                                                                       |        541.08
   4014.62 | Supplier#000003436        | INDONESIA                 |    188399 | Manufacturer#4            | pVwVAr23pEMeJ                            | 19-391-495-4796 | ess accounts solve. ideas sleep enticingly regular pa                                                |         31.94
   7841.05 | Supplier#000005954        | INDONESIA                 |    188399 | Manufacturer#4            | wOwcbbHNV2p,Glt8SijFnE9ZLcTbnhESeLvyFN   | 19-145-589-1532 | fully regular foxes nag carefully! even ideas cajole permanently special deposits. carefull          |        673.23
   9576.53 | Supplier#000008400        | CHINA                     |    188399 | Manufacturer#4            | y0rF4,BBqwBE6hFAdkEMOeSVoVydZ            | 28-215-743-8600 | ecial instructions. regular, pending deposits boost stealthily after the requests. bold              |        990.15
   9561.30 | Supplier#000006000        | VIETNAM                   |    188445 | Manufacturer#1            | iyk7ceSNxmt                              | 31-542-384-1537 | gside of the regular, ruthless waters. blithe dependencies cajole blithely across the carefully pen  |        350.05
   4668.72 | Supplier#000001542        | INDONESIA                 |    189023 | Manufacturer#5            | RsQTMZbEs4j924                           | 19-766-450-1320 | to the accounts impress carefully furiously even pinto beans. blithely special instructions cajole   |        275.18
   8410.80 | Supplier#000006711        | JAPAN                     |    189156 | Manufacturer#4            | i jqPUnq8DM8S5UHIuiNHxK,iv               | 22-657-264-2458 | bold theodolites. unusual dependencies sleep blithely even theodolites. bold acco                    |        324.78
   4289.58 | Supplier#000004193        | CHINA                     |    189156 | Manufacturer#4            | cYVyLCVpDyxrIIwXRjQ3Q7XM aPDzRrn         | 28-181-213-6182 | uriously among the express ideas. carefully unu                                                      |        844.83
   4627.46 | Supplier#000001742        | VIETNAM                   |    189223 | Manufacturer#4            | sbLubkV9ZTNbLsak6yM4oMz                  | 31-253-408-5060 | des impress carefully final accounts! furiously regular deposits                                     |        752.73
   9522.75 | Supplier#000008228        | JAPAN                     |    190670 | Manufacturer#4            | WyCUGJa30D                               | 22-915-176-4354 | deas. regular deposits alongside of the slyly thin packages cajole                                   |        789.07
   6935.18 | Supplier#000000671        | INDIA                     |    190670 | Manufacturer#4            | VlDv51ScrQCe1eVVnz S4Kq5wFZUKJd PyBI     | 18-730-953-4689 |  busy dependencies sleep blithely after the ironic, iron                                             |        863.64
   7087.97 | Supplier#000001070        | CHINA                     |    191069 | Manufacturer#5            | K pkDMZV75MUPhz                          | 28-178-598-4130 | ven theodolites are enticingly ironic deposits. blithely special excuses boost blithel               |        696.76
